Batch,Loss,Logits,Predicted Class,Ground Truth
11,5.452929326565936e-05,[-3.1410654],[0],[0.]
11,0.03159023076295853,[0.1774539],[1],[1.]
11,0.27686867117881775,[-1.4688482],[0],[1.]
11,8.504189281666186e-06,[-3.7768853],[0],[0.]
12,3.436209590290673e-05,[2.9202874],[1],[1.]
12,2.3979740944923833e-05,[-3.42346],[0],[0.]
12,0.0002720097836572677,[-2.5797048],[0],[0.]
12,0.0010544098913669586,[1.6800035],[1],[1.]
12,0.0028518238104879856,[1.2872075],[1],[1.]
12,0.00041887792758643627,[-2.4260724],[0],[0.]
12,0.00024307123385369778,[-2.6194983],[0],[0.]
12,0.0021409308537840843,[-1.8284806],[0],[0.]
13,0.0016277272952720523,[1.5114249],[1],[1.]
13,0.00022817810531705618,[-2.6418276],[0],[0.]
13,0.0006939642480574548,[-2.2443743],[0],[0.]
13,2.1068799469503574e-05,[3.090033],[1],[1.]
13,2.1849857148481533e-05,[-3.455289],[0],[0.]
13,0.00012769973545800894,[2.4579673],[1],[1.]
13,0.00046696054050698876,[-2.3871617],[0],[0.]
13,0.0011393611785024405,[-2.06335],[0],[0.]
14,0.00011455200001364574,[2.496691],[1],[1.]
14,0.00017752549319993705,[-2.730209],[0],[0.]
14,0.00012815934314858168,[2.4566848],[1],[1.]
14,6.233552994672209e-06,[-3.8822916],[0],[0.]
14,0.01735508441925049,[0.4867646],[1],[1.]
14,0.0025417658034712076,[1.3339057],[1],[1.]
14,0.00034904119092971087,[-2.4911551],[0],[0.]
14,4.524905307334848e-05,[-3.2054083],[0],[0.]
15,4.6997865865705535e-05,[-3.1923397],[0],[0.]
15,0.007081301417201757,[0.90276384],[1],[1.]
15,4.483382326725405e-06,[-3.9939303],[0],[0.]
15,0.0004656728124246001,[1.9880483],[1],[1.]
15,0.0004804003983736038,[1.9764993],[1],[1.]
15,0.00048628862714394927,[-2.3726122],[0],[0.]
15,7.4902800406562164e-06,[-3.8199923],[0],[0.]
15,0.000593349861446768,[1.8978134],[1],[1.]
16,0.0006625453825108707,[-2.261153],[0],[0.]
16,0.006597936153411865,[-1.3921005],[0],[0.]
16,0.001985319424420595,[-1.8568865],[0],[0.]
16,0.05708976089954376,[-0.44113973],[0],[0.]
16,0.0002914125507231802,[2.1604068],[1],[1.]
0,0.03870554268360138,[0.06465495],[1],[1.]
0,0.043557796627283096,[-0.0031594],[0],[1.]
0,0.20685023069381714,[0.28563043],[1],[0.]
0,0.16902849078178406,[0.1574274],[1],[0.]
0,0.20785722136497498,[0.28880066],[1],[0.]
0,0.13809067010879517,[0.03547222],[1],[0.]
0,0.03442586958408356,[0.13028257],[1],[1.]
0,0.11382854729890823,[-0.07591388],[0],[0.]
1,0.15145070850849152,[0.0904498],[1],[0.]
1,0.17019036412239075,[0.16166675],[1],[0.]
1,0.036154165863990784,[0.10303944],[1],[1.]
1,0.032038379460573196,[0.16977783],[1],[1.]
1,0.03675568103790283,[0.09380084],[1],[1.]
1,0.15822282433509827,[0.11691575],[1],[0.]
1,0.035633254796266556,[0.11113915],[1],[1.]
1,0.1336183398962021,[0.01615457],[1],[0.]
0,0.12161518633365631,[-0.03829604],[0],[0.]
0,0.03228108212351799,[0.16565691],[1],[1.]
0,0.039564285427331924,[0.05218545],[1],[1.]
0,0.15767449140548706,[0.11480495],[1],[0.]
0,0.024073373526334763,[0.32167706],[1],[1.]
0,0.14321675896644592,[0.05702912],[1],[0.]
0,0.04189667850732803,[0.0193589],[1],[1.]
0,0.1578439325094223,[0.11545788],[1],[0.]
1,0.11300736665725708,[-0.07999839],[0],[0.]
1,0.039715725928545,[0.05000857],[1],[1.]
1,0.13262192904949188,[0.01178286],[1],[0.]
1,0.036526378244161606,[0.09730841],[1],[1.]
1,0.13838067650794983,[0.03670808],[1],[0.]
1,0.03374067693948746,[0.1413863],[1],[1.]
1,0.14609496295452118,[0.06887444],[1],[0.]
1,0.12789011001586914,[-0.00933341],[0],[0.]
0,0.042320434004068375,[0.01354925],[1],[1.]
0,0.04131843149662018,[0.02736119],[1],[1.]
0,0.1637009084224701,[0.1377049],[1],[0.]
0,0.02312912605702877,[0.34233594],[1],[1.]
0,0.11664579808712006,[-0.06207601],[0],[0.]
0,0.1289677768945694,[-0.00447136],[0],[0.]
0,0.11344826221466064,[-0.07780269],[0],[0.]
0,0.1260535567998886,[-0.01769305],[0],[0.]
1,0.1524817794561386,[0.09453637],[1],[0.]
1,0.03277768939733505,[0.15730189],[1],[1.]
1,0.14376838505268097,[0.05931331],[1],[0.]
1,0.10810641199350357,[-0.10487669],[0],[0.]
1,0.11334733664989471,[-0.07830469],[0],[0.]
1,0.15344323217868805,[0.09832833],[1],[0.]
1,0.1303187608718872,[0.00157928],[1],[0.]
1,0.17356210947036743,[0.17384776],[1],[0.]
2,0.0379328727722168,[0.0760626],[1],[1.]
2,0.05121276527643204,[-0.09909536],[0],[1.]
2,0.043025609105825424,[0.0039812],[1],[1.]
2,0.0469103567302227,[-0.04665156],[0],[1.]
2,0.03999258577823639,[0.04604585],[1],[1.]
2,0.048690248280763626,[-0.06877539],[0],[1.]
2,0.04152587428689003,[0.02448047],[1],[1.]
2,0.11485659331083298,[-0.07083344],[0],[0.]
3,0.07629003375768661,[-0.35257924],[0],[1.]
3,0.09046098589897156,[-0.20266834],[0],[0.]
3,0.034356340765953064,[0.1314012],[1],[1.]
3,0.1074007898569107,[-0.10853204],[0],[0.]
3,0.04856664687395096,[-0.06725936],[0],[1.]
3,0.02267753705382347,[0.3524652],[1],[1.]
3,0.12120302021503448,[-0.04023888],[0],[0.]
3,0.12846052646636963,[-0.00675595],[0],[0.]
4,0.09005732834339142,[-0.20507932],[0],[0.]
4,0.11498406529426575,[-0.07020581],[0],[0.]
4,0.04162900149822235,[0.02305253],[1],[1.]
4,0.046534158289432526,[-0.04189291],[0],[1.]
4,0.039581604301929474,[0.05193622],[1],[1.]
4,0.04664556309580803,[-0.04330505],[0],[1.]
4,0.052094049751758575,[-0.10942057],[0],[1.]
4,0.09197190403938293,[-0.19371979],[0],[0.]
5,0.08261154592037201,[-0.25121593],[0],[0.]
5,0.038544755429029465,[0.06701387],[1],[1.]
5,0.08533289283514023,[-0.23397426],[0],[0.]
5,0.11724986135959625,[-0.05914321],[0],[0.]
5,0.11411058902740479,[-0.07451653],[0],[0.]
5,0.06693454831838608,[-0.26635596],[0],[1.]
5,0.14040954411029816,[0.04529857],[1],[0.]
5,0.02228567562997341,[0.36139196],[1],[1.]
6,0.09326305985450745,[-0.18616676],[0],[0.]
6,0.05311964452266693,[-0.12127123],[0],[1.]
6,0.030686194077134132,[0.19321012],[1],[1.]
6,0.07960323989391327,[-0.27082613],[0],[0.]
6,0.04062572866678238,[0.0370636],[1],[1.]
6,0.023924894630908966,[0.32488048],[1],[1.]
6,0.08783692121505737,[-0.2185018],[0],[0.]
6,0.1097731739282608,[-0.09631729],[0],[0.]
7,0.10450287163257599,[-0.12374772],[0],[0.]
7,0.040169402956962585,[0.04352616],[1],[1.]
7,0.032014649361371994,[0.17018203],[1],[1.]
7,0.08911432325839996,[-0.21074669],[0],[0.]
7,0.049456506967544556,[-0.07810986],[0],[1.]
7,0.07620125263929367,[-0.29375052],[0],[0.]
7,0.09537740051746368,[-0.17397912],[0],[0.]
7,0.10059801489114761,[-0.14479317],[0],[0.]
8,0.02637425810098648,[0.27401412],[1],[1.]
8,0.050038840621709824,[-0.08513025],[0],[1.]
8,0.09116243571043015,[-0.198499],[0],[0.]
8,0.07251769304275513,[-0.31954616],[0],[0.]
8,0.03738611564040184,[0.08424625],[1],[1.]
8,0.06689673662185669,[-0.36108813],[0],[0.]
8,0.16771680116653442,[0.15261534],[1],[0.]
8,0.061885591596364975,[-0.21614793],[0],[1.]
9,0.03403022885322571,[0.13667238],[1],[1.]
9,0.13200388848781586,[0.00905836],[1],[0.]
9,0.08108246326446533,[-0.26110888],[0],[0.]
9,0.04299625754356384,[0.00437696],[1],[1.]
9,0.05947493389248848,[-0.42066294],[0],[0.]
9,0.08153855800628662,[-0.25814217],[0],[0.]
9,0.06106875091791153,[-0.20774569],[0],[1.]
9,0.09164516627788544,[-0.19564463],[0],[0.]
10,0.04377315193414688,[-0.5710277],[0],[0.]
10,0.08883056789636612,[-0.21246147],[0],[0.]
10,0.056873422116041183,[-0.16322972],[0],[1.]
10,0.1316339373588562,[0.0074227],[1],[0.]
10,0.0763426423072815,[-0.29278105],[0],[0.]
10,0.031085874885320663,[0.18619846],[1],[1.]
10,0.1104520708322525,[-0.09286037],[0],[0.]
10,0.047517597675323486,[-0.05427065],[0],[1.]
11,0.0718487948179245,[-0.32434624],[0],[0.]
11,0.034873176366090775,[0.12312865],[1],[1.]
11,0.10009355843067169,[-0.14755939],[0],[0.]
11,0.147780179977417,[0.07572733],[1],[0.]
11,0.06933005899190903,[-0.34276113],[0],[0.]
11,0.05553288757801056,[-0.14849105],[0],[1.]
11,0.10046549141407013,[-0.1455187],[0],[0.]
11,0.07938816398382187,[-0.27225116],[0],[0.]
12,0.04169294983148575,[0.02216845],[1],[1.]
12,0.03676170855760574,[0.09370907],[1],[1.]
12,0.08674410730600357,[-0.22520949],[0],[0.]
12,0.08031564950942993,[-0.26612777],[0],[0.]
12,0.09364473819732666,[-0.18395029],[0],[0.]
12,0.05078517645597458,[-0.0940372],[0],[1.]
12,0.07098348438739777,[-0.33061117],[0],[0.]
12,0.09793190658092499,[-0.15954146],[0],[0.]
13,0.05017216131091118,[-0.5049313],[0],[0.]
13,0.07588057965040207,[-0.34896827],[0],[1.]
13,0.0653744786977768,[-0.3728385],[0],[0.]
13,0.0220994520932436,[0.36568028],[1],[1.]
13,0.06667910516262054,[-0.26388347],[0],[1.]
13,0.04327359050512314,[0.0006454],[1],[1.]
13,0.0873052328824997,[-0.22175683],[0],[0.]
13,0.06446114182472229,[-0.37999898],[0],[0.]
14,0.039378710091114044,[-0.62143016],[0],[0.]
14,0.07676704972982407,[-0.2898802],[0],[0.]
14,0.07507023960351944,[-0.3417809],[0],[1.]
14,0.051638588309288025,[-0.10410108],[0],[1.]
14,0.05917386710643768,[-0.4232089],[0],[0.]
14,0.09161045402288437,[-0.19584942],[0],[0.]
14,0.027733508497476578,[0.24744546],[1],[1.]
14,0.07150507718324661,[-0.30948865],[0],[1.]
15,0.06294764578342438,[-0.39205402],[0],[0.]
15,0.035845618695020676,[0.1078256],[1],[1.]
15,0.07910528033971786,[-0.37704444],[0],[1.]
15,0.09220635890960693,[-0.19234198],[0],[0.]
15,0.0724041536450386,[-0.31773835],[0],[1.]
15,0.05790660157799721,[-0.43404686],[0],[0.]
15,0.06214889511466026,[-0.21883892],[0],[1.]
15,0.07331851869821548,[-0.3260541],[0],[1.]
16,0.04133220016956329,[-0.5984527],[0],[0.]
16,0.047205567359924316,[-0.05036486],[0],[1.]
16,0.0246717669069767,[0.30893064],[1],[1.]
16,0.08588358014822006,[-0.4335507],[0],[1.]
16,0.03983490541577339,[-0.61597705],[0],[0.]
0,0.04122564569115639,[0.02865338],[1],[1.]
0,0.060844141989946365,[-0.20542067],[0],[1.]
0,0.046201907098293304,[-0.5450199],[0],[0.]
0,0.01624467596411705,[-1.0193801],[0],[0.]
0,0.07329992949962616,[-0.32588583],[0],[1.]
0,0.09805487841367722,[-0.52778167],[0],[1.]
0,0.030461877584457397,[0.19717771],[1],[1.]
0,0.07020732760429382,[-0.29744846],[0],[1.]
1,0.030049625784158707,[0.20453158],[1],[1.]
1,0.04697638750076294,[-0.5369738],[0],[0.]
1,0.031124521046876907,[-0.73106194],[0],[0.]
1,0.03816909343004227,[0.07255563],[1],[1.]
1,0.05355342477560043,[-0.4728748],[0],[0.]
1,0.02700488269329071,[0.2615511],[1],[1.]
1,0.04234163835644722,[-0.58694595],[0],[0.]
1,0.03735067695379257,[-0.6463572],[0],[0.]
2,0.06253183633089066,[-0.39540836],[0],[0.]
2,0.02895984798669815,[-0.7640343],[0],[0.]
2,0.054129213094711304,[-0.13276932],[0],[1.]
2,0.08565756678581238,[-0.23194751],[0],[0.]
2,0.05778951942920685,[-0.43505841],[0],[0.]
2,0.024235043674707413,[0.31820765],[1],[1.]
2,0.08512015640735626,[-0.23530594],[0],[0.]
2,0.053156062960624695,[-0.4765511],[0],[0.]
3,0.0613584965467453,[-0.40497652],[0],[0.]
3,0.07482075691223145,[-0.33955717],[0],[1.]
3,0.06926944851875305,[-0.2886471],[0],[1.]
3,0.07328176498413086,[-0.31410763],[0],[0.]
3,0.03789237141609192,[-0.63958603],[0],[0.]
3,0.04224999248981476,[0.01451192],[1],[1.]
3,0.04944635555148125,[-0.5120519],[0],[0.]
3,0.08479122817516327,[-0.23736995],[0],[0.]
4,0.04773131385445595,[-0.05693455],[0],[1.]
4,0.06735913455486298,[-0.2704509],[0],[1.]
4,0.10413674265146255,[-0.1256941],[0],[0.]
4,0.04952739179134369,[-0.07896777],[0],[1.]
4,0.049733731895685196,[-0.5092219],[0],[0.]
4,0.022887548431754112,[-0.8698172],[0],[0.]
4,0.03348467871546745,[-0.69733906],[0],[0.]
4,0.038499027490615845,[0.06768619],[1],[1.]
5,0.06736021488904953,[-0.2704613],[0],[1.]
5,0.04860333725810051,[-0.5204356],[0],[0.]
5,0.019001558423042297,[0.44188347],[1],[1.]
5,0.02705756016075611,[-0.7948613],[0],[0.]
5,0.060914188623428345,[-0.20614636],[0],[1.]
5,0.09008997678756714,[-0.46708485],[0],[1.]
5,0.07145687937736511,[-0.30904427],[0],[1.]
5,0.045410025864839554,[-0.5533675],[0],[0.]
6,0.05153891444206238,[-0.10293222],[0],[1.]
6,0.015596740879118443,[-1.0368142],[0],[0.]
6,0.07077158987522125,[-0.33215517],[0],[0.]
6,0.061989977955818176,[-0.39980805],[0],[0.]
6,0.06260718405246735,[-0.39479935],[0],[0.]
6,0.014490719884634018,[-1.0681579],[0],[0.]
6,0.015594673343002796,[0.5389615],[1],[1.]
6,0.06294316798448563,[-0.22690634],[0],[1.]
7,0.050997041165828705,[-0.49694467],[0],[0.]
7,0.06755060702562332,[-0.35610947],[0],[0.]
7,0.026572883129119873,[-0.8030226],[0],[0.]
7,0.04000675678253174,[0.04584345],[1],[1.]
7,0.01818159781396389,[0.46380296],[1],[1.]
7,0.04472646862268448,[-0.5606747],[0],[0.]
7,0.07378523051738739,[-0.31054983],[0],[0.]
7,0.029890678822994232,[-0.74959797],[0],[0.]
8,0.0298684723675251,[-0.74993753],[0],[0.]
8,0.04155514016747475,[-0.59589064],[0],[0.]
8,0.04373558610677719,[-0.0055296],[0],[1.]
8,0.05977829173207283,[-0.41810834],[0],[0.]
8,0.046563513576984406,[-0.04226523],[0],[1.]
8,0.031843848526477814,[-0.72055227],[0],[0.]
8,0.017246432602405548,[0.48985192],[1],[1.]
8,0.02245406061410904,[-0.87829506],[0],[0.]
9,0.1038736030459404,[-0.5700737],[0],[1.]
9,0.015461346134543419,[-1.0405406],[0],[0.]
9,0.03661743551492691,[0.0959135],[1],[1.]
9,0.01789800077676773,[-0.9776001],[0],[0.]
9,0.026185035705566406,[0.27780157],[1],[1.]
9,0.05984228476881981,[-0.19497266],[0],[1.]
9,0.05787382647395134,[-0.17406082],[0],[1.]
9,0.07110902667045593,[-0.30583078],[0],[1.]
10,0.016052793711423874,[0.5249108],[1],[1.]
10,0.10369391739368439,[-0.5687914],[0],[1.]
10,0.038017481565475464,[-0.6380342],[0],[0.]
10,0.02009228616952896,[0.41393387],[1],[1.]
10,0.053871896117925644,[-0.12985423],[0],[1.]
10,0.011522000655531883,[-1.1645881],[0],[0.]
10,0.04124366119503975,[-0.5994736],[0],[0.]
10,0.013770352117717266,[-1.0897684],[0],[0.]
11,0.05187283456325531,[-0.48858514],[0],[0.]
11,0.025472380220890045,[-0.8220557],[0],[0.]
11,0.06351982802152634,[-0.23271674],[0],[1.]
11,0.042037855833768845,[0.01741828],[1],[1.]
11,0.033425867557525635,[-0.6981536],[0],[0.]
11,0.02211526222527027,[0.365315],[1],[1.]
11,0.048761434853076935,[-0.5188538],[0],[0.]
11,0.1533275693655014,[-0.88044333],[0],[1.]
12,0.03696485608816147,[-0.6512323],[0],[0.]
12,0.03000979870557785,[0.20524651],[1],[1.]
12,0.019564060494303703,[-0.93889236],[0],[0.]
12,0.06166250631213188,[-0.2138615],[0],[1.]
12,0.020097311586141586,[0.41380823],[1],[1.]
12,0.0514758937060833,[-0.49235892],[0],[0.]
12,0.02358945831656456,[-0.8563894],[0],[0.]
12,0.02598235011100769,[-0.81314695],[0],[0.]
13,0.041739195585250854,[0.0215297],[1],[1.]
13,0.06186658889055252,[-0.21595356],[0],[1.]
13,0.03489619866013527,[-0.67815536],[0],[0.]
13,0.05224474519491196,[-0.11117284],[0],[1.]
13,0.06547004729509354,[-0.3720943],[0],[0.]
13,0.033886902034282684,[-0.6918013],[0],[0.]
13,0.0324283242225647,[-0.7121654],[0],[0.]
13,0.035539660602808,[-0.66963476],[0],[0.]
14,0.09897717088460922,[-0.5345938],[0],[1.]
14,0.04068758711218834,[-0.6059289],[0],[0.]
14,0.07021638005971909,[-0.2975328],[0],[1.]
14,0.009536064229905605,[0.76959515],[1],[1.]
14,0.019884735345840454,[-0.93178535],[0],[0.]
14,0.015433695167303085,[-1.0413054],[0],[0.]
14,0.0405060239136219,[-0.60805285],[0],[0.]
14,0.04941460117697716,[-0.07760227],[0],[1.]
15,0.03793393820524216,[-0.63907],[0],[0.]
15,0.08166128396987915,[-0.39873323],[0],[1.]
15,0.04358803108334541,[-0.5730608],[0],[0.]
15,0.020317401736974716,[0.40832534],[1],[1.]
15,0.04280584305524826,[0.00694987],[1],[1.]
15,0.06004539132118225,[-0.41586855],[0],[0.]
15,0.04406559094786644,[-0.56783146],[0],[0.]
15,0.026892878115177155,[-0.79761976],[0],[0.]
16,0.07207487523555756,[-0.31472555],[0],[1.]
16,0.04626832529902458,[-0.03851254],[0],[1.]
16,0.05771904066205025,[-0.17239408],[0],[1.]
16,0.04220306873321533,[-0.5885112],[0],[0.]
16,0.027692627161741257,[-0.7843622],[0],[0.]
0,0.01242892351001501,[-1.1329213],[0],[0.]
0,0.02064993605017662,[0.40013558],[1],[1.]
0,0.23072461783885956,[-1.2676013],[0],[1.]
0,0.03109866939485073,[0.18597513],[1],[1.]
0,0.06110207736492157,[-0.40708792],[0],[0.]
0,0.004915481898933649,[-1.508834],[0],[0.]
0,0.03808892145752907,[0.0737439],[1],[1.]
0,0.042569514364004135,[0.01015564],[1],[1.]
1,0.008024308830499649,[0.84734666],[1],[1.]
1,0.01779744401574135,[0.47436222],[1],[1.]
1,0.022744227200746536,[0.35095876],[1],[1.]
1,0.0029832988511770964,[-1.7024523],[0],[0.]
1,0.13756069540977478,[-0.78916353],[0],[1.]
1,0.012849677354097366,[-1.1189449],[0],[0.]
1,0.03063058666884899,[-0.73840314],[0],[0.]
1,0.04417533427476883,[-0.5666365],[0],[0.]
2,0.024430830031633377,[-0.84075636],[0],[0.]
2,0.021294347941875458,[-0.90171933],[0],[0.]
2,0.019623396918177605,[-0.9375695],[0],[0.]
2,0.02912149764597416,[-0.76149803],[0],[0.]
2,0.03378148376941681,[-0.69324714],[0],[0.]
2,0.0200557429343462,[0.41484937],[1],[1.]
2,0.08472898602485657,[-0.2377612],[0],[0.]
2,0.021173866465687752,[0.38745433],[1],[1.]
3,0.024392282590270042,[-0.84146196],[0],[0.]
3,0.0947289764881134,[-0.17769334],[0],[0.]
3,0.036730535328388214,[0.09418463],[1],[1.]
3,0.02724437415599823,[0.25688073],[1],[1.]
3,0.03650806471705437,[-0.6570621],[0],[0.]
3,0.048902202397584915,[-0.5174491],[0],[0.]
3,0.025378752499818802,[-0.8237088],[0],[0.]
3,0.018081147223711014,[-0.9731894],[0],[0.]
4,0.03991340100765228,[-0.6150446],[0],[0.]
4,0.005604374222457409,[1.0045972],[1],[1.]
4,0.020422976464033127,[-0.92008543],[0],[0.]
4,0.04508714750409126,[-0.5568073],[0],[0.]
4,0.018350932747125626,[-0.9667652],[0],[0.]
4,0.0755256935954094,[-0.29840317],[0],[0.]
4,0.02373414859175682,[-0.85366595],[0],[0.]
4,0.10197529196739197,[-0.13729662],[0],[0.]
5,0.00707549974322319,[0.9031249],[1],[1.]
5,0.025288257747888565,[-0.8253114],[0],[0.]
5,0.07774152606725693,[-0.28326893],[0],[0.]
5,0.031212178990244865,[0.18399784],[1],[1.]
5,0.009991036728024483,[-1.2236589],[0],[0.]
5,0.03074703924357891,[-0.736663],[0],[0.]
5,0.034464091062545776,[-0.68395483],[0],[0.]
5,0.015924977138638496,[-1.0279019],[0],[0.]
6,0.03263215720653534,[0.1597398],[1],[1.]
6,0.0739605501294136,[-0.331849],[0],[1.]
6,0.13843567669391632,[-0.7943859],[0],[1.]
6,0.009358827956020832,[0.77811915],[1],[1.]
6,0.001286475919187069,[-2.0185618],[0],[0.]
6,0.02609982155263424,[0.2795145],[1],[1.]
6,0.002593285869807005,[-1.7559026],[0],[0.]
6,0.05280257761478424,[-0.11762619],[0],[1.]
7,0.013466635718941689,[-1.0991906],[0],[0.]
7,0.016000639647245407,[-1.025871],[0],[0.]
7,0.15832924842834473,[-0.90825564],[0],[1.]
7,0.024536998942494392,[0.31177875],[1],[1.]
7,0.026330620050430298,[0.27488562],[1],[1.]
7,0.025528956204652786,[-0.8210599],[0],[0.]
7,0.049384456127882004,[-0.07723689],[0],[1.]
7,0.05426212400197983,[-0.13427101],[0],[1.]
8,0.08977625519037247,[-0.46462116],[0],[1.]
8,0.026355143636465073,[0.27439582],[1],[1.]
8,0.007413268554955721,[0.88253975],[1],[1.]
8,0.003684745170176029,[-1.6211959],[0],[0.]
8,0.014887304976582527,[-1.056676],[0],[0.]
8,0.00695983599871397,[-1.3706921],[0],[0.]
8,0.03049403987824917,[-0.740451],[0],[0.]
8,0.03398510068655014,[0.13740486],[1],[1.]
9,0.011094978079199791,[-1.1802999],[0],[0.]
9,0.026235641911625862,[-0.8087795],[0],[0.]
9,0.017220161855220795,[0.4906008],[1],[1.]
9,0.007382797077298164,[0.884362],[1],[1.]
9,0.054219115525484085,[-0.13378555],[0],[1.]
9,0.0480915866792202,[-0.06140419],[0],[1.]
9,0.005976549815386534,[-1.4315623],[0],[0.]
9,0.007466497831046581,[-1.3424035],[0],[0.]
10,0.02601204439997673,[0.28128365],[1],[1.]
10,0.014653810299932957,[-1.063402],[0],[0.]
10,0.0031272037886083126,[-1.6843992],[0],[0.]
10,0.005792844109237194,[-1.4439665],[0],[0.]
10,0.04640214517712593,[-0.04021583],[0],[1.]
10,0.06874682009220123,[-0.2837055],[0],[1.]
10,0.021084215492010117,[-0.9060855],[0],[0.]
10,0.0033285338431596756,[1.2238832],[1],[1.]
11,0.05479302629828453,[-0.14024189],[0],[1.]
11,0.08276790380477905,[-0.40797696],[0],[1.]
11,0.06795322149991989,[-0.35306388],[0],[0.]
11,0.014639832079410553,[-1.0638078],[0],[0.]
11,0.06567173451185226,[-0.25406453],[0],[1.]
11,0.004540387541055679,[-1.539962],[0],[0.]
11,0.008914018981158733,[0.800159],[1],[1.]
11,0.13551759719848633,[-0.77689105],[0],[1.]
12,0.0498470813035965,[-0.50810933],[0],[0.]
12,0.07998131215572357,[-0.38453236],[0],[1.]
12,0.02684604749083519,[-0.79840684],[0],[0.]
12,0.0026335581205785275,[-1.7500411],[0],[0.]
12,0.0027681044302880764,[-1.7310584],[0],[0.]
12,0.09133107215166092,[-0.47677436],[0],[1.]
12,0.010785968974232674,[0.7131688],[1],[1.]
12,0.004866606555879116,[1.0649711],[1],[1.]
13,0.00921290460973978,[-1.2569679],[0],[0.]
13,0.021376464515924454,[0.38262096],[1],[1.]
13,0.024703562259674072,[0.30826044],[1],[1.]
13,0.006217390764504671,[0.9596921],[1],[1.]
13,0.017601104453206062,[0.47983426],[1],[1.]
13,0.001195680582895875,[-2.0455782],[0],[0.]
13,0.0038693691603839397,[-1.602258],[0],[0.]
13,0.014392990618944168,[-1.0710318],[0],[0.]
14,0.016269659623503685,[0.5183789],[1],[1.]
14,0.005802806466817856,[-1.4432845],[0],[0.]
14,0.016682036221027374,[-1.0079654],[0],[0.]
14,0.025048885494470596,[-0.82957584],[0],[0.]
14,0.07153955847024918,[-0.30980626],[0],[1.]
14,0.003053623018786311,[1.2592871],[1],[1.]
14,0.0518016591668129,[-0.48926],[0],[0.]
14,0.002092556096613407,[-1.8370931],[0],[0.]
15,0.012062564492225647,[0.6611889],[1],[1.]
15,0.014092633500695229,[0.5876654],[1],[1.]
15,0.004316050559282303,[1.1157343],[1],[1.]
15,0.0012113479897379875,[-2.0407777],[0],[0.]
15,0.02390318177640438,[-0.8505028],[0],[0.]
15,0.07612387835979462,[-0.35111564],[0],[1.]
15,0.009706198237836361,[-1.2355641],[0],[0.]
15,0.0010488940170034766,[-2.093756],[0],[0.]
16,0.0026212050579488277,[-1.7518299],[0],[0.]
16,0.012729529291391373,[-1.1228925],[0],[0.]
16,0.005559929180890322,[1.0080235],[1],[1.]
16,0.01773866079747677,[0.4759952],[1],[1.]
16,0.02376384660601616,[-0.85310876],[0],[0.]
0,0.03593044355511665,[0.10650657],[1],[1.]
0,0.03348754346370697,[0.1455345],[1],[1.]
0,0.011952893808484077,[-1.1492677],[0],[0.]
0,0.0025866248179227114,[-1.7568808],[0],[0.]
0,0.004308314062654972,[1.1164892],[1],[1.]
0,0.05023577809333801,[-0.0874903],[0],[1.]
0,0.0007851246045902371,[-2.1995697],[0],[0.]
0,0.04798104986548424,[-0.06003571],[0],[1.]
1,0.006587037350982428,[0.934513],[1],[1.]
1,0.010100667364895344,[0.7433448],[1],[1.]
1,0.03200041130185127,[-0.7182926],[0],[0.]
1,0.010966802015900612,[-1.1851246],[0],[0.]
1,0.024508198723196983,[-0.83934295],[0],[0.]
1,0.0016004126518964767,[-1.9375336],[0],[0.]
1,0.010716012679040432,[-1.194717],[0],[0.]
1,0.024347860366106033,[0.31579804],[1],[1.]
2,0.007537926081568003,[0.8751546],[1],[1.]
2,0.002798194997012615,[-1.7269335],[0],[0.]
2,0.005265562795102596,[1.0313652],[1],[1.]
2,0.023911774158477783,[-0.85034275],[0],[0.]
2,0.05335540696978569,[-0.12397107],[0],[1.]
2,0.007719227112829685,[0.86460626],[1],[1.]
2,0.007376139052212238,[-1.3473148],[0],[0.]
2,0.000367422733688727,[-2.4728699],[0],[0.]
3,0.038378939032554626,[0.06945466],[1],[1.]
3,0.0065363687463104725,[-1.3958515],[0],[0.]
3,0.005575890187174082,[-1.4591002],[0],[0.]
3,0.005302824079990387,[1.028346],[1],[1.]
3,0.011871976777911186,[0.66863376],[1],[1.]
3,0.013565883040428162,[-1.0960906],[0],[0.]
3,0.011954767629504204,[-1.149202],[0],[0.]
3,0.059384845197200775,[-0.19015902],[0],[1.]
4,0.01252457033842802,[0.6435591],[1],[1.]
4,0.009173095226287842,[-1.2587414],[0],[0.]
4,0.04662409797310829,[-0.04303324],[0],[1.]
4,0.012762745842337608,[0.6346908],[1],[1.]
4,0.01299147866666317,[0.62630874],[1],[1.]
4,0.007469797041267157,[-1.3422253],[0],[0.]
4,0.005802932195365429,[-1.4432759],[0],[0.]
4,0.004227405413985252,[-1.5678523],[0],[0.]
5,0.005128407850861549,[1.0426484],[1],[1.]
5,0.01855560578405857,[-0.9619482],[0],[0.]
5,0.004179798066616058,[1.1292104],[1],[1.]
5,0.03635959327220917,[-0.6589705],[0],[0.]
5,0.06785198301076889,[-0.3538283],[0],[0.]
5,0.02961532399058342,[-0.7538266],[0],[0.]
5,0.007780439220368862,[-1.3257607],[0],[0.]
5,0.0017759555485099554,[-1.898675],[0],[0.]
6,0.023668276146054268,[-0.854904],[0],[0.]
6,0.18822896480560303,[-1.0652088],[0],[1.]
